transaction_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,transactin_month,profit
24,515,10/18/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,October,$709.34
25,2822,6/11/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,June,"$1,305.25"
26,2596,1/10/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,January,$872.89
27,2666,4/11/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,April,$872.89
28,76,12/23/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,December,$114.93
29,3368,10/13/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,October,$90.10
30,1173,3/15/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,March,$128.46
31,2810,9/5/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,September,$817.36
32,3214,2/18/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,February,$448.68
33,1272,3/20/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,March,$709.34
34,2003,2/28/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",February,$189.28
35,2171,8/20/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,August,$167.21
36,3356,7/7/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",July,$155.65
37,1040,1/9/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",January,$737.17
38,2916,12/6/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,December,$17.87
39,427,9/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,September,"$1,069.55"
40,2448,11/28/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,November,$167.21
41,2570,5/8/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,May,"$1,660.88"
42,3398,5/14/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,May,"$1,408.91"
43,488,3/17/2017,FALSE,Cancelled,WeareA2B,Standard,low,medium,642.31,$513.85,March,$128.46
44,165,12/22/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,December,"$1,215.34"
45,2787,6/7/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,June,"$1,295.43"
46,3053,6/20/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,June,$574.62
47,475,5/7/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,May,$903.11
48,1305,6/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,June,$502.47
49,1251,6/17/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,June,$110.56
50,3103,5/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,May,$431.33
51,3108,3/24/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,March,$445.21
52,857,11/27/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,November,$641.64
53,3455,12/21/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,December,$91.15
54,2549,2/9/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,February,$110.81
55,3140,9/18/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,September,$72.60
56,3406,11/14/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",November,$189.28
57,2294,8/30/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,August,$641.64
58,1031,11/14/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,November,$25.09
59,993,2/15/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,February,$583.27
60,3473,12/18/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",December,$217.51
61,1839,2/24/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,February,$4.80
62,1824,12/18/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",December,$144.26
63,368,12/17/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,December,$448.68
64,2000,7/8/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,July,$110.81
65,825,5/16/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",May,$133.78
66,3315,2/23/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,February,$110.56
67,75,7/3/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,July,$17.87
68,1498,9/30/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,September,$451.65
69,1612,10/21/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,October,"$1,702.55"
70,2192,5/6/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,May,$110.81
71,419,1/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,January,"$1,279.40"
72,3307,5/9/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,May,"$1,660.88"
73,2430,7/23/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,July,$15.08
74,1506,1/21/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,January,$45.96
75,1346,6/20/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,June,$771.12
76,927,3/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,March,$15.08
77,763,6/2/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,June,$43.97
78,2397,11/7/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,November,$139.23
79,102,9/12/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,September,$471.60
80,2884,12/16/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,December,$209.84
81,759,10/7/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,October,$198.22
82,773,4/27/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,April,$690.49
83,3398,4/1/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,April,$110.56
84,3297,11/2/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",November,$144.26
85,2434,2/13/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,February,$75.48
86,1861,7/19/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,July,$448.68
87,1233,5/23/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,May,$110.81
88,1390,8/6/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,August,$547.28
89,2682,4/4/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,April,$4.80
90,439,8/15/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,August,$179.44
91,1579,4/15/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,April,$409.86
92,2984,7/25/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,July,"$1,612.25"
93,3470,11/28/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",November,$144.26
94,1,12/23/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,December,$110.56
95,757,2/26/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,February,$356.50
96,1778,2/21/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,February,$448.68
97,211,5/31/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,May,$139.23
98,333,6/23/2017,,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,June,$133.38
99,32,3/26/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,March,$41.13
100,119,7/31/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,July,$179.44
101,2347,7/27/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,July,$459.46
102,2353,4/14/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,April,$451.65
103,788,11/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",November,$144.26
104,1468,9/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,September,"$1,055.82"
105,821,10/26/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,October,"$1,305.25"
106,2489,2/15/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,February,$198.29
107,2710,12/22/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,December,$737.57
108,947,10/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,October,"$1,230.30"
109,1335,3/27/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,March,"$1,230.27"
110,1076,11/4/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,November,$437.46
111,3320,6/11/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,June,$14.23
112,779,10/9/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,October,$198.22
113,3296,6/7/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,June,$143.36
114,455,10/24/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,October,"$1,010.02"
115,1779,5/1/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,May,$128.46
116,2703,11/21/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,November,$90.10
117,806,3/24/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",March,$199.10
118,22,3/21/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",March,$195.34
119,1591,2/20/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,February,$872.89
120,678,6/16/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,June,$198.29
121,50,12/4/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,December,$709.34
122,1038,12/1/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,December,$957.02
123,1453,3/5/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,March,$547.28
124,1339,3/21/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,March,$693.76
125,3382,1/3/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,January,$143.82
126,773,4/1/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,April,$693.76
127,2503,3/16/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,March,$75.48
128,1057,2/26/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,February,$709.34
129,1397,6/5/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,June,$43.97
130,2134,9/4/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,September,"$1,660.88"
131,2403,1/18/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",January,$129.01
132,1937,9/28/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,September,"$1,069.55"
133,1282,9/2/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,September,$834.94
134,2183,5/9/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,May,"$1,055.82"
135,1788,10/17/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,October,$198.22
136,1170,4/25/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,April,"$1,028.76"
137,431,9/23/2017,FALSE,Approved,,,,,1942.61,,September,1942.61
138,1940,8/2/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,August,$834.94
139,2073,3/25/2017,FALSE,Cancelled,Giant Bicycles,Standard,high,medium,1179,$707.40,March,$471.60
140,462,1/1/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,January,$509.97
141,2728,12/22/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,December,"$1,612.25"
142,2053,12/25/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,December,"$1,215.34"
143,2135,1/26/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",January,$217.51
144,1217,12/20/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,December,"$1,630.25"
145,2992,6/7/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,June,$745.94
146,3261,4/6/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,April,$104.24
147,2748,4/25/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,April,$167.21
148,3262,1/13/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",January,$152.55
149,788,3/21/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,March,"$1,305.25"
150,3067,11/21/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,November,$75.14
151,701,11/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,November,$57.73
152,648,10/16/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",October,$155.65
153,3286,8/19/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,August,"$1,544.61"
154,3383,4/6/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,April,"$1,702.55"
155,982,11/4/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,November,$75.75
156,676,8/22/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",August,$737.17
157,385,9/15/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,September,$299.27
158,1229,3/1/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,March,$43.97
159,3232,8/16/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,August,"$1,103.43"
160,3300,8/27/2017,FALSE,Approved,,,,,1656.86,,August,1656.86
161,2381,7/10/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,July,$198.22
162,371,12/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,December,"$1,055.82"
163,2519,5/20/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,May,$139.23
164,2264,7/30/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,July,$409.86
165,2637,10/25/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,October,"$1,702.55"
166,3262,11/27/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,November,"$1,055.82"
167,3177,4/26/2017,,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,April,$72.60
168,2267,2/2/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,February,$471.60
169,456,5/2/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,May,$50.66
170,404,10/16/2017,,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,October,$91.15
171,3121,10/22/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,October,$830.24
172,2365,4/11/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,April,"$1,295.43"
173,2528,11/16/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,November,$830.24
174,3151,12/17/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,December,"$1,103.43"
175,3241,12/23/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,December,$709.34
176,1335,3/30/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,March,$827.16
177,2234,4/13/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,April,$72.60
178,3226,7/25/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,July,$45.96
179,1365,1/31/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,January,$179.44
180,3349,3/18/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",March,$195.34
181,1002,2/24/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,February,$409.86
182,2282,2/18/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",February,$182.81
183,2656,1/7/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,January,"$1,215.34"
184,2409,7/5/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",July,$737.17
185,1711,11/19/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,November,$128.46
186,2582,11/8/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,November,$409.86
187,1005,7/24/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,July,"$1,010.02"
188,1597,1/15/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,January,"$1,702.55"
189,2713,1/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,January,$45.96
190,1435,11/27/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,November,"$1,544.61"
191,1477,6/30/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,June,$309.81
192,1614,7/15/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,July,$57.73
193,1254,6/22/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,June,"$1,069.55"
194,1423,5/2/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,May,$709.34
195,276,12/27/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,December,$64.51
196,1315,12/21/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,December,$4.80
197,591,5/23/2017,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,May,$356.50
198,1017,2/2/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,February,$812.44
199,2123,6/8/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",June,$144.26
200,2889,4/15/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,April,"$1,630.25"
201,3208,9/5/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,September,$133.38
202,2406,2/26/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,February,$75.75
203,2041,7/29/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,July,$167.21
204,1598,7/3/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,July,$64.51
205,1842,5/27/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,May,$771.12
206,141,5/5/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,May,$451.65
207,1321,9/9/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,September,$641.64
208,183,5/21/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",May,$802.26
209,2591,9/22/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",September,$155.65
210,3356,4/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,April,"$1,383.61"
211,766,5/7/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,May,$583.27
212,1596,1/13/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,January,$872.89
213,520,12/14/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,December,$459.46
214,868,3/22/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,March,"$1,215.34"
215,2999,9/30/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,September,"$1,055.82"
216,352,11/29/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,November,$90.10
217,1140,6/9/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,June,"$1,010.02"
218,621,4/21/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,April,"$1,295.43"
219,3307,11/13/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,November,$64.93
220,1502,4/9/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,April,"$1,103.43"
221,936,5/8/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,May,$448.68
222,939,7/8/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",July,$187.39
223,2698,11/30/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,November,$64.93
224,579,4/25/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,April,$198.22
225,2036,3/30/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,March,"$1,279.40"
226,3077,3/10/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",March,$187.39
227,369,3/16/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,March,$110.56
228,821,4/4/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,April,$574.62
229,2687,3/13/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,March,$114.93
230,681,12/23/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,December,$110.56
231,37,8/12/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,August,"$1,544.61"
232,3002,8/4/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,August,$299.27
233,396,9/1/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,September,"$1,630.25"
234,550,9/1/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",September,$737.17
235,1605,7/2/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,July,$445.21
236,2325,8/31/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",August,$144.26
237,1420,3/11/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,March,$75.75
238,3099,10/8/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,October,"$1,069.55"
239,1645,10/1/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,October,$14.23
240,546,11/23/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,November,$690.49
241,2885,3/27/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,March,$110.56
242,2740,12/4/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,December,"$1,630.25"
243,3166,11/13/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,November,"$1,383.61"
244,3487,12/20/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,December,"$1,230.30"
245,2890,9/22/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",September,$144.26
246,3370,1/22/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,January,$693.76
247,3393,1/29/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,January,$209.84
248,2410,7/21/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,July,"$1,630.25"
249,3466,2/10/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,February,$14.23
250,1454,11/25/2017,FALSE,Cancelled,WeareA2B,Standard,medium,medium,1762.96,$950.52,November,$812.44
251,1967,4/11/2017,,Approved,Solex,Standard,medium,medium,1483.2,$99.59,April,"$1,383.61"
